codigoGrupo,nombreGrupo,sexoGrupo
28286,JDM_SAL_DOM_MAa_F7_SEN_MAS_GR-4,M
28284,JDM_SAL_SAB_TAR_F7_SEN_MAS_GR-2,M
27381,JDM_CAR_VIE_TAR_FS_PBJ_MIX,X
29875,JDM_VIV_HK_ALE_MIX_E,X
27271,JDM_ARG_VB_ALE_MXT_GR._4,X
27268,JDM_ARG_VB_ALE_MXT_GR._3,X
27854,JDM_HOR_SABDOM_F7_ALE_FEM,F
28155,JDM_VAL_VB_ALE_MIX_G3,X
28295,JDM_SAL_SAB_F7_JUV_MAS__aNICO,M
28536,JDM_VIV_HK_ALE_MIX_A,X
28534,JDM_VIV_HK_BEN_MIX_A,X
28129,JDM_VAL_BC_INF_MAS,M
29749,JDM_VAL_DOM_TAR_VB_SEN_FEM_2a_DIV_G2,F
28140,JDM_VAL_VB_ALE_MIX_G2,X
28146,JDM_VAL_PALOM_VB_JUV_FEM_G1,F
28139,JDM_VAL_VB_ALE_MIX_G1,X
28126,JDM_VAL_DOM_MAa_VB_SEN_FEM_2a_DIV_G1,F
27926,JDM_LAT_DOM_TAR_F7_SEN_MAS_G1,M
27921,JDM_LAT_SAB_TAR_F7_SEN_MAS_G1,M
27439,JDM_CEN_LUNVIE_TAR_BM_ALE_MIX_CDV,X
28128,JDM_VAL_BC_SEN_MAS,M
29845,JDM_VIL_SAB_MAa_VB_INF_FEM_VICTORIA_HERNANDEZ,F
27597,JDM_CHB_DOM_TAR_BC_SEN_MAS_VALLEGOFIT_G2,M
28401,JDM_TET_DOM_TAR_F7_SEN_MAS_1,M
27648,JDM_CIU_SAB_TAR_F7_SEN_MAS_GRUPO_1,M
29867,JDM_BAR_SAB_MAa_FS_BEN_FEM,X
27315,JDM_BAR_SAB_MAa_FS_ALE_FEM,F
29865,JDM_BAR_SAB_MAa_FS_CAD/JUV_FEM,F
27723,JDM_FUE_BC_CAD_FEM,F
27717,JDM_FUE_MBC_ALE_MIX_ROJO,X
27718,JDM_FUE_MBC_ALEV_FEMENINO,X
27719,JDM_FUE_MBC_BEN_MIX,X
27706,JDM_FUE_DOM_BC_SEN_MAS_GRUPO_B,M
27707,JDM_FUE_DOM_BC_SEN_MAS_GRUPO_C,M
27705,JDM_FUE_DOM_BC_SEN_MAS_GRUPO_A,M
27704,JDM_FUE_DOM_BC_SEN_FEM,F
27929,JDM_LAT_DOM_MAa_FS_SEN_MAS,M
27669,JDM_CIU_DOM_TAR_F7_SEN_MAS_GRUPO_1,M
27672,JDM_CIU_WP_BEN_2,X
27649,JDM_CIU_WP_BEN_1,X
29747,JDM_VAL_F7_SEN_MAS_DOM_TAR_G2,M
29737,JDM_VAL_F7_SEN_MAS_SAB_TAR_G2,M
29734,JDM_USE_ORCASITAS_DOM_TAR_F7_SEN_MAS,M
27671,JDM_CIU_SABDOM_MBC_ALE_MIX,X
29823,JDM_CHM_SAB_MAa_VB_ALE_5_MIX,X
27541,JDM_CHM_DOM_MAa_VB_ALE_MIX-II,X
27515,JDM_CHM_SAB_MAa_VB_BEN_1_MIX-II,X
28465,JDM_VIC_DOM_TAR_F7_SEN_MAS_FAUSTINA_2,M
28449,JDM_VIC_SAB_TAR_F7_SEN_MAS_FAUSTINA_2,M
28464,JDM_VIC_DOM_TAR_F7_SEN_MAS_FAUSTINA_1,M
28147,JDM_VAL_ENTREV_VB_JUV_FEM_G2,F
28141,JDM_VAL_VB_CAD_FEM_G1,F
28145,JDM_VAL_VB_INF_FEM_G2,F
29733,JDM_USE_ORCASITAS_DOM_MAa_F7_SEN_MAS,M
27922,JDM_LAT_SAB_TAR_F7_SEN_MAS_G2,M
28490,JDM_USE_SAB_FS_BEN_MIX,X
27246,JDM_ARG_VB_ALE_MXT_GR._1,X
27245,JDM_ARG_VB_BEN_MIX,X
28499,JDM_USE_SYD_MAa_VLB_INFANTIL_FEM,F
28498,JDM_USE_SYD_MAa_VLB_CADETE_FEM,F
27808,JDM_HOR_DOM_F7_ALV,X
27806,JDM_HOR_SAB_F7_ALV_GR.3,X
27737,JDM_FUE_BC_JUV_FEM,F
27722,JDM_FUE_BC_INF_FEM,F
27938,JDM_LAT_FS_PBJ_SAB_G-1,X
28463,JDM_VIC_SAB_MAa_BC_JUV_FEM_FAUSTINA,F
28502,JDM_USE_ORCASITAS__SAB_TAR_F11_CAD_MAS,M
28547,JDM_VIV_FS_INF_MAS,M
28137,JDM_VAL_MBC_BEN_MIX,X
28127,JDM_VAL_BC_SEN_FEM,F
28533,JDM_VIV_BC_CAD_MAS,M
28446,JDM_VIC_SAB_MAa_F7_SEN_MAS_FAUSTINA_1,M
27438,JDM_CEN_SAB_MAa_VB_INF_FEM_(CDM_BARCELa),F
27716,JDM_FUE_MBC_ALE_MIX_AZUL,X
27538,JDM_CHM_SAB_MAa_VB_INF_4_FEM,F
27537,JDM_CHM_SAB_MAa_VB_INF_3_FEM,F
27721,JDM_FUE_BC_INF_MAS,M
28283,JDM_SAL_SAB_MAa_F7_SEN_MAS_GR-1,M
27820,JDM_HOR_SAB__F7_JUV_MAS,M
27821,JDM_HOR_DOM_F7_JUV_GR.1,M
27797,JDM_HOR_F7_SEN_MAS_DOM_MAa_GR.2,M
27816,JDM_HOR__SAB_F7_INF_MASC_GR.1,M
27796,JDM_HOR_F7_SEN_MAS_SAB_TAR_GR.1,M
27494,JDM_CHM_F7_SEN_MAS_SAB_TAR,M
29862,JDM_USE_ORCASITAS_SYD_F11_JUV_MAS,M
27429,JDM_CEN_SAB_MAa_BM_ALE_MIX_G4,X
27421,JDM_CEN_SAB_MAa_BM_BEN_MIX_G4,X
28451,JDM_VIC_DOM_MAa_F7_SEN_MAS_FAUSTINA_1,M
28448,JDM_VIC_SAB_TAR_F7_SEN_MAS_FAUSTINA_1,M
28123,JDM_VAL_F7_SEN_MAS_DOM_MAa_G2,M
27928,JDM_LAT_SAB_TAR_FS_SEN_MAS,M
27368,JDM_CAR_SAB_MAa_BC_CAD_MASC,M
27373,JDM_CAR_SAB_TAR_FS_JUV_MAS,M
27496,JDM_CHM_F7_SEN_MAS_DOM_TAR,M
27495,JDM_CHM_F7_SEN_MAS_DOM_MAa,M
27930,JDM_LAT_DOM_TAR_FS_SEN_MAS,M
27320,JDM_BAR_SAB_TAR_BC_SEN_MAS_G2,M
27305,JDM_BAR_SAB_MAa_MBC_BEN_MIX,X
27799,JDM_HOR_DOM_MAa_BC_SEN_FEM,F
28157,JDM_VAL_F11_CAD_MAS,M
28142,JDM_VAL_VB_CAD_FEM_G2,F
